item,Unique Visitors,Visits,Page Views,Bounces,Time Spent on Page (min),e89 Video Views,e17 Form Success,Form Submission Rate,Total Weekly Unique Visitors,Entries,Total Time Spent,Account Number,Date,Granularity
,,,,,,,,,,,,ISP Visitor,Mon.  1 Jan. 2018 - Sat.  6 Jan. 2018,week
,,,,,,,,,,,,Not In List,Mon.  1 Jan. 2018 - Sat.  6 Jan. 2018,week
www.servicenow.com/success.do,1,1,1,1,0,0,0,0,1,1,0,::unspecified::,Mon.  1 Jan. 2018 - Sat.  6 Jan. 2018,week
,,,,,,,,,,,,ACCT0004149,Mon.  1 Jan. 2018 - Sat.  6 Jan. 2018,week
,,,,,,,,,,,,ACCT0026735,Mon.  1 Jan. 2018 - Sat.  6 Jan. 2018,week
,,,,,,,,,,,,ACCT0024473,Mon.  1 Jan. 2018 - Sat.  6 Jan. 2018,week
,,,,,,,,,,,,ACCT0000119,Mon.  1 Jan. 2018 - Sat.  6 Jan. 2018,week
,,,,,,,,,,,,ACCT0007072,Mon.  1 Jan. 2018 - Sat.  6 Jan. 2018,week
,,,,,,,,,,,,ACCT0021217,Mon.  1 Jan. 2018 - Sat.  6 Jan. 2018,week
,,,,,,,,,,,,ACCT0024543,Mon.  1 Jan. 2018 - Sat.  6 Jan. 2018,week
www.servicenow.com/success.html,1,1,1,1,0,0,0,0,1,1,0,ISP Visitor,Sun.  7 Jan. 2018 - Sat. 13 Jan. 2018,week
www.servicenow.com/success/value-calculator-security-ops.html,3,3,4,2,0.01,0,0,0,4,2,1,Not In List,Sun.  7 Jan. 2018 - Sat. 13 Jan. 2018,week
www.servicenow.com/success.html,1,1,1,1,0,0,0,0,4,1,0,Not In List,Sun.  7 Jan. 2018 - Sat. 13 Jan. 2018,week
www.servicenow.com/success/value-calculator-it.html,1,1,1,0,27.28,0,0,0,4,1,1637,Not In List,Sun.  7 Jan. 2018 - Sat. 13 Jan. 2018,week
www.servicenow.com/success/value-calculator-csm.html,1,1,1,0,0.92,0,0,0,4,0,55,Not In List,Sun.  7 Jan. 2018 - Sat. 13 Jan. 2018,week
www.servicenow.com/success/value-calculator-intelligent-apps.html,1,1,1,0,0.02,0,0,0,4,0,1,Not In List,Sun.  7 Jan. 2018 - Sat. 13 Jan. 2018,week
www.servicenow.com/success/value-calculator-hr.html,1,1,1,0,0,0,0,0,4,0,0,Not In List,Sun.  7 Jan. 2018 - Sat. 13 Jan. 2018,week
www.servicenow.com/success.html,1,1,1,0,0.05,0,0,0,1,1,3,::unspecified::,Sun.  7 Jan. 2018 - Sat. 13 Jan. 2018,week
,,,,,,,,,,,,ACCT0004149,Sun.  7 Jan. 2018 - Sat. 13 Jan. 2018,week
,,,,,,,,,,,,ACCT0026735,Sun.  7 Jan. 2018 - Sat. 13 Jan. 2018,week
,,,,,,,,,,,,ACCT0024473,Sun.  7 Jan. 2018 - Sat. 13 Jan. 2018,week
,,,,,,,,,,,,ACCT0000119,Sun.  7 Jan. 2018 - Sat. 13 Jan. 2018,week
,,,,,,,,,,,,ACCT0007072,Sun.  7 Jan. 2018 - Sat. 13 Jan. 2018,week
,,,,,,,,,,,,ACCT0021217,Sun.  7 Jan. 2018 - Sat. 13 Jan. 2018,week
,,,,,,,,,,,,ACCT0024543,Sun.  7 Jan. 2018 - Sat. 13 Jan. 2018,week
www.servicenow.com/success/value-calculator-hr-form.html,2,2,3,0,0.86,0,0,0,3,1,103,ISP Visitor,Sun. 14 Jan. 2018 - Sat. 20 Jan. 2018,week
www.servicenow.com/success/value-calculator-intelligent-apps-form.html,2,2,2,0,0,0,0,0,3,0,0,ISP Visitor,Sun. 14 Jan. 2018 - Sat. 20 Jan. 2018,week
www.servicenow.com/success/value-calculator-security-ops-form.html,1,1,3,0,1.67,0,0,0,3,0,100,ISP Visitor,Sun. 14 Jan. 2018 - Sat. 20 Jan. 2018,week
www.servicenow.com/success/value-calculator-security-ops-form-1.html,1,1,1,0,0.25,0,0,0,3,0,15,ISP Visitor,Sun. 14 Jan. 2018 - Sat. 20 Jan. 2018,week
www.servicenow.com/success/value-calculator-it.html,4,5,5,4,4.81,0,0,0,10,5,1442,Not In List,Sun. 14 Jan. 2018 - Sat. 20 Jan. 2018,week
www.servicenow.com/success/value-calculator-hr-form.html,3,4,6,2,0.16,0,0,0,10,2,38,Not In List,Sun. 14 Jan. 2018 - Sat. 20 Jan. 2018,week
www.servicenow.com/success/value-calculator-security-ops-form.html,3,3,4,0,9.83,0,0,0,10,1,1770,Not In List,Sun. 14 Jan. 2018 - Sat. 20 Jan. 2018,week
www.servicenow.com/success/value-calculator-it-form.html,2,4,8,3,5.42,0,0,0,10,4,1301,Not In List,Sun. 14 Jan. 2018 - Sat. 20 Jan. 2018,week
www.servicenow.com/success/value-calculator-security-ops.html,2,2,2,1,0,0,0,0,10,1,0,Not In List,Sun. 14 Jan. 2018 - Sat. 20 Jan. 2018,week
www.servicenow.com/success/value-calculator-intelligent-apps-form.html,2,2,2,0,0.03,0,0,0,10,0,4,Not In List,Sun. 14 Jan. 2018 - Sat. 20 Jan. 2018,week
www.servicenow.com/success/value-calculator-it-form-1.html,1,2,2,1,0.04,0,0,0,10,1,5,Not In List,Sun. 14 Jan. 2018 - Sat. 20 Jan. 2018,week
www.servicenow.com/success.html,1,1,2,0,23.1,0,0,0,10,1,1386,Not In List,Sun. 14 Jan. 2018 - Sat. 20 Jan. 2018,week
www.servicenow.com/success/value-calculator-hr-form-1.html,1,1,2,0,0.3,0,0,0,10,0,18,Not In List,Sun. 14 Jan. 2018 - Sat. 20 Jan. 2018,week
www.servicenow.com/success/value-calculator-csm-form-1.html,1,1,1,0,0.55,0,0,0,10,0,33,Not In List,Sun. 14 Jan. 2018 - Sat. 20 Jan. 2018,week
www.servicenow.com/success/value-calculator-it.html,2,2,2,2,0,0,0,0,4,2,0,::unspecified::,Sun. 14 Jan. 2018 - Sat. 20 Jan. 2018,week
www.servicenow.com/success/value-calculator-intelligent-apps-form.html,1,1,1,0,11.07,0,0,0,4,1,664,::unspecified::,Sun. 14 Jan. 2018 - Sat. 20 Jan. 2018,week
www.servicenow.com/success/value-calculator-security-ops-form.html,1,1,1,0,0.15,0,0,0,4,1,9,::unspecified::,Sun. 14 Jan. 2018 - Sat. 20 Jan. 2018,week
,,,,,,,,,,,,ACCT0004149,Sun. 14 Jan. 2018 - Sat. 20 Jan. 2018,week
,,,,,,,,,,,,ACCT0026735,Sun. 14 Jan. 2018 - Sat. 20 Jan. 2018,week
,,,,,,,,,,,,ACCT0024473,Sun. 14 Jan. 2018 - Sat. 20 Jan. 2018,week
,,,,,,,,,,,,ACCT0000119,Sun. 14 Jan. 2018 - Sat. 20 Jan. 2018,week
,,,,,,,,,,,,ACCT0007072,Sun. 14 Jan. 2018 - Sat. 20 Jan. 2018,week
,,,,,,,,,,,,ACCT0021217,Sun. 14 Jan. 2018 - Sat. 20 Jan. 2018,week
,,,,,,,,,,,,ACCT0024543,Sun. 14 Jan. 2018 - Sat. 20 Jan. 2018,week
www.servicenow.com/success/value-calculator-it.html,71,85,122,39,1.36,0,0,0,110,72,6955,ISP Visitor,Sun. 21 Jan. 2018 - Sat. 27 Jan. 2018,week
www.servicenow.com/success/value-calculator-hr.html,31,33,43,4,1.6,0,0,0,110,8,3162,ISP Visitor,Sun. 21 Jan. 2018 - Sat. 27 Jan. 2018,week
www.servicenow.com/success/value-calculator-intelligent-apps.html,23,24,26,8,2.14,0,0,0,110,10,3084,ISP Visitor,Sun. 21 Jan. 2018 - Sat. 27 Jan. 2018,week
www.servicenow.com/success/value-calculator-security-ops.html,21,21,27,3,0.52,0,0,0,110,5,659,ISP Visitor,Sun. 21 Jan. 2018 - Sat. 27 Jan. 2018,week
www.servicenow.com/success/value-calculator-it-form.html,18,18,33,1,4.38,0,12,66.67,110,1,4730,ISP Visitor,Sun. 21 Jan. 2018 - Sat. 27 Jan. 2018,week
www.servicenow.com/success/value-calculator-hr-form.html,8,9,10,0,0.17,0,1,11.11,110,0,94,ISP Visitor,Sun. 21 Jan. 2018 - Sat. 27 Jan. 2018,week
www.servicenow.com/success/value-calculator-security-ops-form.html,6,7,11,1,0.29,0,4,57.14,110,1,123,ISP Visitor,Sun. 21 Jan. 2018 - Sat. 27 Jan. 2018,week
www.servicenow.com/success/value-calculator-intelligent-apps-form.html,2,2,2,0,0,0,0,0,110,0,0,ISP Visitor,Sun. 21 Jan. 2018 - Sat. 27 Jan. 2018,week
www.servicenow.com/success/value-calculator-intelligent-apps-form-1.html,1,1,2,0,4.68,0,1,100,110,0,281,ISP Visitor,Sun. 21 Jan. 2018 - Sat. 27 Jan. 2018,week
www.servicenow.com/success/value-calculator-security-ops-form-1.html,1,1,2,0,0.58,0,1,100,110,0,35,ISP Visitor,Sun. 21 Jan. 2018 - Sat. 27 Jan. 2018,week
www.servicenow.com/success/value-calculator-it.html,93,123,189,42,2.4,0,0,0,121,91,17721,Not In List,Sun. 21 Jan. 2018 - Sat. 27 Jan. 2018,week
www.servicenow.com/success/value-calculator-hr.html,35,42,68,4,0.93,0,0,0,121,12,2354,Not In List,Sun. 21 Jan. 2018 - Sat. 27 Jan. 2018,week
www.servicenow.com/success/value-calculator-security-ops.html,30,40,63,5,3.19,0,0,0,121,12,7661,Not In List,Sun. 21 Jan. 2018 - Sat. 27 Jan. 2018,week
www.servicenow.com/success/value-calculator-it-form.html,22,29,67,1,3.08,0,29,100,121,3,5352,Not In List,Sun. 21 Jan. 2018 - Sat. 27 Jan. 2018,week
www.servicenow.com/success/value-calculator-intelligent-apps.html,22,25,39,3,1.73,0,0,0,121,5,2590,Not In List,Sun. 21 Jan. 2018 - Sat. 27 Jan. 2018,week
www.servicenow.com/success/value-calculator-hr-form.html,22,23,61,1,5.73,0,25,108.7,121,3,7903,Not In List,Sun. 21 Jan. 2018 - Sat. 27 Jan. 2018,week
www.servicenow.com/success/value-calculator-security-ops-form.html,11,11,29,1,0.71,0,13,118.18,121,1,468,Not In List,Sun. 21 Jan. 2018 - Sat. 27 Jan. 2018,week
www.servicenow.com/success/value-calculator-intelligent-apps-form.html,7,7,15,0,4.98,0,6,85.71,121,0,2091,Not In List,Sun. 21 Jan. 2018 - Sat. 27 Jan. 2018,week
www.servicenow.com/success/value-calculator-csm.html,5,5,5,1,0.12,0,0,0,121,1,37,Not In List,Sun. 21 Jan. 2018 - Sat. 27 Jan. 2018,week
www.servicenow.com/success/value-calculator-it-form-1.html,4,4,7,0,0.85,0,3,75,121,0,204,Not In List,Sun. 21 Jan. 2018 - Sat. 27 Jan. 2018,week
www.servicenow.com/success/value-calculator-it.html,77,85,86,45,1.68,0,0,0,101,84,8551,::unspecified::,Sun. 21 Jan. 2018 - Sat. 27 Jan. 2018,week
www.servicenow.com/success/value-calculator-intelligent-apps.html,15,15,16,10,0.18,0,0,0,101,13,163,::unspecified::,Sun. 21 Jan. 2018 - Sat. 27 Jan. 2018,week
www.servicenow.com/success/value-calculator-hr.html,7,8,7,3,1.44,0,0,0,101,8,692,::unspecified::,Sun. 21 Jan. 2018 - Sat. 27 Jan. 2018,week
www.servicenow.com/success/value-calculator-security-ops.html,5,5,5,1,0.59,0,0,0,101,5,177,::unspecified::,Sun. 21 Jan. 2018 - Sat. 27 Jan. 2018,week
www.servicenow.com/success/value-calculator-csm-form.html,3,3,4,1,0.11,0,0,0,101,3,20,::unspecified::,Sun. 21 Jan. 2018 - Sat. 27 Jan. 2018,week
www.servicenow.com/success/value-calculator-hr-form.html,2,2,2,1,0.23,0,0,0,101,2,27,::unspecified::,Sun. 21 Jan. 2018 - Sat. 27 Jan. 2018,week
www.servicenow.com/success/value-calculator-it-form.html,1,1,2,0,11.92,0,1,100,101,1,715,::unspecified::,Sun. 21 Jan. 2018 - Sat. 27 Jan. 2018,week
www.servicenow.com/success.do,1,1,1,1,0,0,0,0,101,1,0,::unspecified::,Sun. 21 Jan. 2018 - Sat. 27 Jan. 2018,week
www.servicenow.com/,0,0,0,0,INF,0,0,INF,101,3,0,::unspecified::,Sun. 21 Jan. 2018 - Sat. 27 Jan. 2018,week
,,,,,,,,,,,,ACCT0004149,Sun. 21 Jan. 2018 - Sat. 27 Jan. 2018,week
,,,,,,,,,,,,ACCT0026735,Sun. 21 Jan. 2018 - Sat. 27 Jan. 2018,week
,,,,,,,,,,,,ACCT0024473,Sun. 21 Jan. 2018 - Sat. 27 Jan. 2018,week
,,,,,,,,,,,,ACCT0000119,Sun. 21 Jan. 2018 - Sat. 27 Jan. 2018,week
,,,,,,,,,,,,ACCT0007072,Sun. 21 Jan. 2018 - Sat. 27 Jan. 2018,week
,,,,,,,,,,,,ACCT0021217,Sun. 21 Jan. 2018 - Sat. 27 Jan. 2018,week
,,,,,,,,,,,,ACCT0024543,Sun. 21 Jan. 2018 - Sat. 27 Jan. 2018,week
www.servicenow.com/success/value-calculator-it.html,367,416,488,252,1.2,0,0,0,456,365,29890,ISP Visitor,Sun. 28 Jan. 2018 - Wed. 31 Jan. 2018,week
www.servicenow.com/success/value-calculator-it-form.html,65,66,88,18,0.63,0,22,33.33,456,20,2510,ISP Visitor,Sun. 28 Jan. 2018 - Wed. 31 Jan. 2018,week
www.servicenow.com/success/value-calculator-hr.html,64,68,93,6,1.39,0,0,0,456,11,5658,ISP Visitor,Sun. 28 Jan. 2018 - Wed. 31 Jan. 2018,week
www.servicenow.com/success/value-calculator-security-ops.html,56,64,100,11,2.21,0,0,0,456,15,8485,ISP Visitor,Sun. 28 Jan. 2018 - Wed. 31 Jan. 2018,week
www.servicenow.com/success/value-calculator-intelligent-apps.html,41,43,52,5,1.54,0,0,0,456,10,3986,ISP Visitor,Sun. 28 Jan. 2018 - Wed. 31 Jan. 2018,week
www.servicenow.com/success/value-calculator-hr-form.html,11,11,22,0,1.53,0,8,72.73,456,0,1008,ISP Visitor,Sun. 28 Jan. 2018 - Wed. 31 Jan. 2018,week
www.servicenow.com/success/value-calculator-security-ops-form.html,8,8,15,0,0.76,0,4,50,456,0,367,ISP Visitor,Sun. 28 Jan. 2018 - Wed. 31 Jan. 2018,week
www.servicenow.com/success/value-calculator-intelligent-apps-form.html,6,6,7,1,5,0,1,16.67,456,1,1800,ISP Visitor,Sun. 28 Jan. 2018 - Wed. 31 Jan. 2018,week
www.servicenow.com/success/,4,4,5,0,0.3,0,0,0,456,0,72,ISP Visitor,Sun. 28 Jan. 2018 - Wed. 31 Jan. 2018,week
www.servicenow.com/success/value-calculator-csm-form.html,2,3,3,3,0,0,0,0,456,3,0,ISP Visitor,Sun. 28 Jan. 2018 - Wed. 31 Jan. 2018,week
www.servicenow.com/success/value-calculator-it.html,357,443,564,217,1.99,0,0,0,431,355,52762,Not In List,Sun. 28 Jan. 2018 - Wed. 31 Jan. 2018,week
www.servicenow.com/success/value-calculator-hr.html,89,107,135,9,2.26,0,0,0,431,27,14513,Not In List,Sun. 28 Jan. 2018 - Wed. 31 Jan. 2018,week
www.servicenow.com/success/value-calculator-intelligent-apps.html,71,78,82,9,1.38,0,0,0,431,18,6451,Not In List,Sun. 28 Jan. 2018 - Wed. 31 Jan. 2018,week
www.servicenow.com/success/value-calculator-security-ops.html,70,82,92,13,0.81,0,0,0,431,21,3982,Not In List,Sun. 28 Jan. 2018 - Wed. 31 Jan. 2018,week
www.servicenow.com/success/value-calculator-it-form.html,63,67,117,0,2.05,0,42,62.69,431,3,8261,Not In List,Sun. 28 Jan. 2018 - Wed. 31 Jan. 2018,week
www.servicenow.com/success/value-calculator-hr-form.html,23,29,52,0,1.86,0,14,48.28,431,1,3231,Not In List,Sun. 28 Jan. 2018 - Wed. 31 Jan. 2018,week
www.servicenow.com/success/value-calculator-intelligent-apps-form.html,8,8,13,0,0.38,0,4,50,431,0,182,Not In List,Sun. 28 Jan. 2018 - Wed. 31 Jan. 2018,week
www.servicenow.com/success/value-calculator-csm.html,5,5,6,0,6,0,0,0,431,3,1799,Not In List,Sun. 28 Jan. 2018 - Wed. 31 Jan. 2018,week
www.servicenow.com/success/value-calculator-security-ops-form.html,3,3,5,1,1.3,0,2,66.67,431,1,234,Not In List,Sun. 28 Jan. 2018 - Wed. 31 Jan. 2018,week
www.servicenow.com/success/%20value-calculator-it.html,3,3,4,1,0.56,0,0,0,431,3,100,Not In List,Sun. 28 Jan. 2018 - Wed. 31 Jan. 2018,week
www.servicenow.com/success/value-calculator-it.html,343,371,385,258,1.09,0,0,0,391,369,24337,::unspecified::,Sun. 28 Jan. 2018 - Wed. 31 Jan. 2018,week
www.servicenow.com/success/value-calculator-intelligent-apps.html,20,20,21,10,1.15,0,0,0,391,20,1380,::unspecified::,Sun. 28 Jan. 2018 - Wed. 31 Jan. 2018,week
www.servicenow.com/success/value-calculator-hr.html,15,16,18,8,2.1,0,0,0,391,13,2016,::unspecified::,Sun. 28 Jan. 2018 - Wed. 31 Jan. 2018,week
www.servicenow.com/success/value-calculator-it-form.html,10,10,10,10,0,0,0,0,391,10,0,::unspecified::,Sun. 28 Jan. 2018 - Wed. 31 Jan. 2018,week
www.servicenow.com/success/value-calculator-security-ops.html,8,8,9,3,2.09,0,0,0,391,8,1001,::unspecified::,Sun. 28 Jan. 2018 - Wed. 31 Jan. 2018,week
www.servicenow.com/success/value-calculator-intelligent-apps-form.html,1,2,2,2,0,0,0,0,391,2,0,::unspecified::,Sun. 28 Jan. 2018 - Wed. 31 Jan. 2018,week
www.servicenow.com/success/value-calculator-hr-form.html,1,1,1,0,0.07,0,0,0,391,0,4,::unspecified::,Sun. 28 Jan. 2018 - Wed. 31 Jan. 2018,week
www.servicenow.com/,0,0,0,0,INF,0,0,INF,391,13,0,::unspecified::,Sun. 28 Jan. 2018 - Wed. 31 Jan. 2018,week
www.servicenow.com/company/executive-team.html,0,0,0,0,INF,0,0,INF,391,1,0,::unspecified::,Sun. 28 Jan. 2018 - Wed. 31 Jan. 2018,week
www.servicenow.com/resources.html,0,0,0,0,INF,0,0,INF,391,1,0,::unspecified::,Sun. 28 Jan. 2018 - Wed. 31 Jan. 2018,week
www.servicenow.com/success/value-calculator-it.html,4,4,4,4,0,0,0,0,4,4,0,ACCT0004149,Sun. 28 Jan. 2018 - Wed. 31 Jan. 2018,week
www.servicenow.com/success/value-calculator-it.html,4,4,5,2,1.08,0,0,0,4,4,259,ACCT0026735,Sun. 28 Jan. 2018 - Wed. 31 Jan. 2018,week
www.servicenow.com/success/value-calculator-it-form.html,1,1,2,0,2.8,0,1,100,4,0,168,ACCT0026735,Sun. 28 Jan. 2018 - Wed. 31 Jan. 2018,week
www.servicenow.com/success/value-calculator-hr.html,1,1,1,0,0,0,0,0,4,0,0,ACCT0026735,Sun. 28 Jan. 2018 - Wed. 31 Jan. 2018,week
www.servicenow.com/success/value-calculator-security-ops.html,2,2,2,2,0,0,0,0,2,2,0,ACCT0024473,Sun. 28 Jan. 2018 - Wed. 31 Jan. 2018,week
www.servicenow.com/success/value-calculator-it.html,1,1,1,1,0,0,0,0,2,1,0,ACCT0024473,Sun. 28 Jan. 2018 - Wed. 31 Jan. 2018,week
www.servicenow.com/success/value-calculator-it.html,2,2,3,1,1.57,0,0,0,2,2,188,ACCT0000119,Sun. 28 Jan. 2018 - Wed. 31 Jan. 2018,week
www.servicenow.com/success/value-calculator-hr.html,2,2,3,0,0.06,0,0,0,2,0,7,ACCT0007072,Sun. 28 Jan. 2018 - Wed. 31 Jan. 2018,week
www.servicenow.com/success/value-calculator-it.html,1,1,1,0,1.05,0,0,0,2,1,63,ACCT0007072,Sun. 28 Jan. 2018 - Wed. 31 Jan. 2018,week
www.servicenow.com/success/value-calculator-hr-form.html,1,1,1,0,0.12,0,0,0,2,0,7,ACCT0007072,Sun. 28 Jan. 2018 - Wed. 31 Jan. 2018,week
www.servicenow.com/success/value-calculator-it.html,2,4,6,1,0.92,0,0,0,2,4,220,ACCT0021217,Sun. 28 Jan. 2018 - Wed. 31 Jan. 2018,week
www.servicenow.com/success/value-calculator-security-ops.html,1,2,2,0,1.43,0,0,0,2,0,172,ACCT0021217,Sun. 28 Jan. 2018 - Wed. 31 Jan. 2018,week
www.servicenow.com/success/value-calculator-it.html,2,2,3,1,11.6,0,0,0,2,2,1392,ACCT0024543,Sun. 28 Jan. 2018 - Wed. 31 Jan. 2018,week
