,item,Unique Visitors,Visits,Page Views,Bounce Rate,Time Spent on Page (min),e89 Video Views,e17 Form Success,Form Submission Rate,Account Number
249,www.servicenow.com/success/deploy/now/security-center/stage1.html,1,1,1,INF,0,0,0,0,ACCT0071663
250,www.servicenow.com/products/servicenow-platform/configuration-management-database.html,0,0,0,0,INF,0,0,INF,ACCT0071663
251,www.servicenow.com/success.html,2,2,9,50,1.45,0,0,0,ACCT0071663
252,www.servicenow.com/success/value-calculator-it.html,2,2,4,0,1.99,0,0,0,ACCT0071663
253,www.servicenow.com/success/plan/start-implementation.html,1,1,1,INF,0.75,0,0,0,ACCT0071663
254,www.servicenow.com/success/plan.html,1,1,1,INF,0.18,0,0,0,ACCT0071663
255,www.servicenow.com/success/extend/automate-management/stage4.html,1,1,1,100,0,0,0,0,ACCT0071663
256,www.servicenow.com/success.html,1,1,1,INF,1.27,0,0,0,ACCT0071663
257,www.servicenow.com/success.html,1,1,8,INF,2.02,0,0,0,ACCT0071663
258,www.servicenow.com/success/deploy/now/upgrade-servicenow-quicker.html,1,1,2,INF,0.07,0,0,0,ACCT0071663
259,www.servicenow.com/success/deploy.html,1,1,1,INF,0.22,0,0,0,ACCT0071663
260,www.servicenow.com/success/upgrade,1,1,1,INF,0,0,0,0,ACCT0071663
261,www.servicenow.com/,0,0,0,0,INF,0,0,INF,ACCT0071663
262,www.servicenow.com/success.html,1,1,2,INF,1.52,0,0,0,ACCT0071663
263,www.servicenow.com/success/optimize.html,7,8,12,0,0.76,0,0,0,ACCT0000069
264,www.servicenow.com/success.html,100,112,201,40,0.95,0,0,0,ACCT0000069
265,www.servicenow.com/success/value-calculator-it.html,39,44,79,68.75,1.08,0,0,0,ACCT0000069
266,www.servicenow.com/success/plan.html,14,15,42,50,1.12,0,0,0,ACCT0000069
267,www.servicenow.com/success/value-calculator-hr.html,14,14,32,0,0.87,0,0,0,ACCT0000069
268,www.servicenow.com/success/deploy/now/performance-analytics.html,11,12,17,50,1.67,0,0,0,ACCT0000069
269,www.servicenow.com/success/deploy/now/upgrade-servicenow-quicker.html,11,14,22,44.44444444,2.51,0,0,0,ACCT0000069
270,www.servicenow.com/success/optimize.html,11,11,35,25,0.61,0,0,0,ACCT0000069
271,www.servicenow.com/success/value-calculator-csm.html,10,11,21,0,1.8,0,0,0,ACCT0000069
272,www.servicenow.com/success/plan/it/cmdb-deployment.html,9,10,11,50,0.54,0,0,0,ACCT0000069
273,www.servicenow.com/success/optimize/now/design-world-class-service-catalog.html,9,9,16,33.33333333,1.1,0,0,0,ACCT0000069
274,www.servicenow.com/success.html,13,13,18,20,0.42,0,0,0,ACCT0000069
275,www.servicenow.com/success/value-calculator-it.html,8,8,19,20,0.84,0,0,0,ACCT0000069
276,www.servicenow.com/success/value-calculator-csm.html,7,7,9,100,0.16,0,0,0,ACCT0000069
277,www.servicenow.com/success/optimize/now/design-world-class-service-catalog.html,3,3,3,100,0,0,0,0,ACCT0000069
278,www.servicenow.com/success/deploy/now/cmdb-discovery.html,3,3,3,66.66666667,0.01,0,0,0,ACCT0000069
279,www.servicenow.com/success/plan/start-implementation.html,2,2,2,100,0,0,0,0,ACCT0000069
280,www.servicenow.com/success/value-calculator-it-form.html,1,1,1,100,0,0,0,0,ACCT0000069
281,www.servicenow.com/success/deploy/now/drive-adoption.html,1,1,1,100,0,0,0,0,ACCT0000069
282,www.servicenow.com/success/deploy/now/performance-analytics.html,1,1,1,0,0.35,0,0,0,ACCT0000069
283,www.servicenow.com/success/plan/start-implementation/stage1.html,1,1,1,0,0.07,0,0,0,ACCT0000069
284,www.servicenow.com/success.html,2,2,2,100,0,0,0,0,ACCT0000069
285,www.servicenow.com/lpbp/integrate-your-tenable-securitycenter-with-servicenow.html,3,3,10,33.33333333,5.96,0,5,166.67,ACCT0000069
286,www.servicenow.com/success/deploy/now/performance-analytics.html,1,2,2,50,1.5,0,0,0,ACCT0000069
287,www.servicenow.com/success/deploy/now/security-center/stage1.html,1,1,1,INF,0,0,0,0,ACCT0000069
288,www.servicenow.com/products/servicenow-platform/configuration-management-database.html,0,0,0,0,INF,0,0,INF,ACCT0000069
289,www.servicenow.com/success.html,2,2,9,50,1.45,0,0,0,ACCT0000069
290,www.servicenow.com/success/value-calculator-it.html,2,2,4,0,1.99,0,0,0,ACCT0000069
291,www.servicenow.com/success/plan/start-implementation.html,1,1,1,INF,0.75,0,0,0,ACCT0000069
292,www.servicenow.com/success/plan.html,1,1,1,INF,0.18,0,0,0,ACCT0000069
293,www.servicenow.com/success/extend/automate-management/stage4.html,1,1,1,100,0,0,0,0,ACCT0000069
294,www.servicenow.com/success.html,1,1,1,INF,1.27,0,0,0,ACCT0000069
295,www.servicenow.com/success.html,1,1,8,INF,2.02,0,0,0,ACCT0000069
296,www.servicenow.com/success/deploy/now/upgrade-servicenow-quicker.html,1,1,2,INF,0.07,0,0,0,ACCT0000069
297,www.servicenow.com/success/deploy.html,1,1,1,INF,0.22,0,0,0,ACCT0000069
298,www.servicenow.com/success/upgrade,1,1,1,INF,0,0,0,0,ACCT0000069
299,www.servicenow.com/,0,0,0,0,INF,0,0,INF,ACCT0000069
300,www.servicenow.com/success.html,1,1,2,INF,1.52,0,0,0,ACCT0000069
301,www.servicenow.com/success/optimize/now/improve-self-service/stage3.html,1,1,1,100,0,0,0,0,ACCT0000069
302,www.servicenow.com/success.html,100,112,201,40,0.95,0,0,0,ISP Visitor
303,www.servicenow.com/success/value-calculator-it.html,39,44,79,68.75,1.08,0,0,0,ISP Visitor
304,www.servicenow.com/success/plan.html,14,15,42,50,1.12,0,0,0,ISP Visitor
305,www.servicenow.com/success/value-calculator-hr.html,14,14,32,0,0.87,0,0,0,ISP Visitor
306,www.servicenow.com/success/deploy/now/performance-analytics.html,11,12,17,50,1.67,0,0,0,ISP Visitor
307,www.servicenow.com/success/deploy/now/upgrade-servicenow-quicker.html,11,14,22,44.44444444,2.51,0,0,0,ISP Visitor
308,www.servicenow.com/success/optimize.html,11,11,35,25,0.61,0,0,0,ISP Visitor
309,www.servicenow.com/success/value-calculator-csm.html,10,11,21,0,1.8,0,0,0,ISP Visitor
310,www.servicenow.com/success/plan/it/cmdb-deployment.html,9,10,11,50,0.54,0,0,0,ISP Visitor
311,www.servicenow.com/success/optimize/now/design-world-class-service-catalog.html,9,9,16,33.33333333,1.1,0,0,0,ISP Visitor
312,www.servicenow.com/success.html,13,13,18,20,0.42,0,0,0,ISP Visitor
313,www.servicenow.com/success/value-calculator-it.html,8,8,19,20,0.84,0,0,0,ISP Visitor
314,www.servicenow.com/success/value-calculator-csm.html,7,7,9,100,0.16,0,0,0,ISP Visitor
315,www.servicenow.com/success/optimize/now/design-world-class-service-catalog.html,3,3,3,100,0,0,0,0,ISP Visitor
316,www.servicenow.com/success/deploy/now/cmdb-discovery.html,3,3,3,66.66666667,0.01,0,0,0,ISP Visitor
317,www.servicenow.com/success/plan/start-implementation.html,2,2,2,100,0,0,0,0,ISP Visitor
318,www.servicenow.com/success/value-calculator-it-form.html,1,1,1,100,0,0,0,0,ISP Visitor
319,www.servicenow.com/success/deploy/now/drive-adoption.html,1,1,1,100,0,0,0,0,ISP Visitor
320,www.servicenow.com/success/deploy/now/performance-analytics.html,1,1,1,0,0.35,0,0,0,ISP Visitor
321,www.servicenow.com/success/plan/start-implementation/stage1.html,1,1,1,0,0.07,0,0,0,ISP Visitor
322,www.servicenow.com/success.html,2,2,2,100,0,0,0,0,ISP Visitor
323,www.servicenow.com/lpbp/integrate-your-tenable-securitycenter-with-servicenow.html,3,3,10,33.33333333,5.96,0,5,166.67,ISP Visitor
324,www.servicenow.com/success/deploy/now/performance-analytics.html,1,2,2,50,1.5,0,0,0,ISP Visitor
325,www.servicenow.com/success/deploy/now/security-center/stage1.html,1,1,1,INF,0,0,0,0,ISP Visitor
326,www.servicenow.com/products/servicenow-platform/configuration-management-database.html,0,0,0,0,INF,0,0,INF,ISP Visitor
327,www.servicenow.com/success.html,2,2,9,50,1.45,0,0,0,ISP Visitor
328,www.servicenow.com/success/value-calculator-it.html,2,2,4,0,1.99,0,0,0,ISP Visitor
329,www.servicenow.com/success/plan/start-implementation.html,1,1,1,INF,0.75,0,0,0,ISP Visitor
330,www.servicenow.com/success/plan.html,1,1,1,INF,0.18,0,0,0,ISP Visitor
331,www.servicenow.com/success/extend/automate-management/stage4.html,1,1,1,100,0,0,0,0,ISP Visitor
332,www.servicenow.com/success.html,1,1,1,INF,1.27,0,0,0,ISP Visitor
333,www.servicenow.com/success.html,1,1,8,INF,2.02,0,0,0,ISP Visitor
334,www.servicenow.com/success/deploy/now/upgrade-servicenow-quicker.html,1,1,2,INF,0.07,0,0,0,ISP Visitor
335,www.servicenow.com/success/deploy.html,1,1,1,INF,0.22,0,0,0,ISP Visitor
336,www.servicenow.com/success/upgrade,1,1,1,INF,0,0,0,0,ISP Visitor
337,www.servicenow.com/,0,0,0,0,INF,0,0,INF,ISP Visitor
338,www.servicenow.com/success.html,1,1,2,INF,1.52,0,0,0,ISP Visitor
339,www.servicenow.com/success/optimize/now/improve-self-service/stage3.html,1,1,1,100,0,0,0,0,ISP Visitor
340,www.servicenow.com/success.html,136,140,249,79.78723404,1.39,0,0,0,ISP Visitor
341,www.servicenow.com/success/value-calculator-it.html,95,100,238,40.98360656,2.34,0,0,0,ISP Visitor
342,www.servicenow.com/success/value-calculator-hr.html,20,25,93,25,4.73,0,0,0,ISP Visitor
343,www.servicenow.com/success/plan/start-implementation.html,18,19,21,66.66666667,2.43,0,0,0,ISP Visitor
344,www.servicenow.com/success/value-calculator-it-form-1.html,16,17,30,100,0.92,0,10,58.82,ISP Visitor
345,www.servicenow.com/success/deploy/now/performance-analytics.html,14,14,17,58.33333333,0.45,0,0,0,ISP Visitor
346,www.servicenow.com/success/plan/it/software-asset-mgmt.html,13,13,13,33.33333333,0.16,0,0,0,ISP Visitor
347,www.servicenow.com/success/deploy.html,10,11,34,INF,3.85,0,0,0,ISP Visitor
348,www.servicenow.com/success/value-calculator-csm.html,9,12,22,66.66666667,4.27,0,0,0,ISP Visitor
349,www.servicenow.com/success/plan.html,8,9,30,100,2.11,0,0,0,ISP Visitor
350,www.servicenow.com/success.html,13,13,18,20,0.42,0,0,0,Not In List
351,www.servicenow.com/success/value-calculator-it.html,8,8,19,20,0.84,0,0,0,Not In List
352,www.servicenow.com/success/value-calculator-csm.html,7,7,9,100,0.16,0,0,0,Not In List
353,www.servicenow.com/success/optimize/now/design-world-class-service-catalog.html,3,3,3,100,0,0,0,0,Not In List
354,www.servicenow.com/success/deploy/now/cmdb-discovery.html,3,3,3,66.66666667,0.01,0,0,0,Not In List
355,www.servicenow.com/success/plan/start-implementation.html,2,2,2,100,0,0,0,0,Not In List
356,www.servicenow.com/success/value-calculator-it-form.html,1,1,1,100,0,0,0,0,Not In List
357,www.servicenow.com/success/deploy/now/drive-adoption.html,1,1,1,100,0,0,0,0,Not In List
358,www.servicenow.com/success/deploy/now/performance-analytics.html,1,1,1,0,0.35,0,0,0,Not In List
359,www.servicenow.com/success/plan/start-implementation/stage1.html,1,1,1,0,0.07,0,0,0,Not In List
360,www.servicenow.com/success.html,2,2,2,100,0,0,0,0,Not In List
361,www.servicenow.com/lpbp/integrate-your-tenable-securitycenter-with-servicenow.html,3,3,10,33.33333333,5.96,0,5,166.67,Not In List
362,www.servicenow.com/success/deploy/now/performance-analytics.html,1,2,2,50,1.5,0,0,0,Not In List
363,www.servicenow.com/success/deploy/now/security-center/stage1.html,1,1,1,INF,0,0,0,0,Not In List
364,www.servicenow.com/products/servicenow-platform/configuration-management-database.html,0,0,0,0,INF,0,0,INF,Not In List
365,www.servicenow.com/success.html,2,2,9,50,1.45,0,0,0,Not In List
366,www.servicenow.com/success/value-calculator-it.html,2,2,4,0,1.99,0,0,0,Not In List
367,www.servicenow.com/success/plan/start-implementation.html,1,1,1,INF,0.75,0,0,0,Not In List
368,www.servicenow.com/success/plan.html,1,1,1,INF,0.18,0,0,0,Not In List
369,www.servicenow.com/success/extend/automate-management/stage4.html,1,1,1,100,0,0,0,0,Not In List
370,www.servicenow.com/success.html,1,1,1,INF,1.27,0,0,0,Not In List
371,www.servicenow.com/success.html,1,1,8,INF,2.02,0,0,0,Not In List
372,www.servicenow.com/success/deploy/now/upgrade-servicenow-quicker.html,1,1,2,INF,0.07,0,0,0,Not In List
373,www.servicenow.com/success/deploy.html,1,1,1,INF,0.22,0,0,0,Not In List
374,www.servicenow.com/success/upgrade,1,1,1,INF,0,0,0,0,Not In List
375,www.servicenow.com/,0,0,0,0,INF,0,0,INF,Not In List
376,www.servicenow.com/success.html,1,1,2,INF,1.52,0,0,0,Not In List
377,www.servicenow.com/success/optimize/now/improve-self-service/stage3.html,1,1,1,100,0,0,0,0,Not In List
378,www.servicenow.com/success.html,136,140,249,79.78723404,1.39,0,0,0,Not In List
379,www.servicenow.com/success/value-calculator-it.html,95,100,238,40.98360656,2.34,0,0,0,Not In List
380,www.servicenow.com/success/value-calculator-hr.html,20,25,93,25,4.73,0,0,0,Not In List
381,www.servicenow.com/success/plan/start-implementation.html,18,19,21,66.66666667,2.43,0,0,0,Not In List
382,www.servicenow.com/success/value-calculator-it-form-1.html,16,17,30,100,0.92,0,10,58.82,Not In List
383,www.servicenow.com/success/deploy/now/performance-analytics.html,14,14,17,58.33333333,0.45,0,0,0,Not In List
384,www.servicenow.com/success/plan/it/software-asset-mgmt.html,13,13,13,33.33333333,0.16,0,0,0,Not In List
385,www.servicenow.com/success/deploy.html,10,11,34,INF,3.85,0,0,0,Not In List
386,www.servicenow.com/success/value-calculator-csm.html,9,12,22,66.66666667,4.27,0,0,0,Not In List
387,www.servicenow.com/success/plan.html,8,9,30,100,2.11,0,0,0,Not In List
388,www.servicenow.com/success.html,117,127,271,33.33333333,1.1,0,0,0,Not In List
389,www.servicenow.com/success/value-calculator-it.html,108,117,258,40,2.64,0,1,0.85,Not In List
390,www.servicenow.com/success/plan.html,28,29,100,INF,2.77,0,0,0,Not In List
391,www.servicenow.com/success/plan/it/software-asset-mgmt.html,22,23,24,31.25,1.51,0,0,0,Not In List
392,www.servicenow.com/success/optimize.html,21,21,54,0,0.8,0,0,0,Not In List
393,www.servicenow.com/success/value-calculator-hr.html,20,20,59,0,1.65,0,0,0,Not In List
394,www.servicenow.com/success/plan/start-implementation.html,19,19,21,33.33333333,1.11,0,0,0,Not In List
395,www.servicenow.com/success/value-calculator-csm.html,19,21,59,0,0.86,0,0,0,Not In List
396,www.servicenow.com/success/value-calculator-security-ops.html,15,15,29,33.33333333,1.54,0,0,0,Not In List
397,www.servicenow.com/success/deploy.html,13,14,34,50,0.78,0,0,0,Not In List
398,www.servicenow.com/success.html,2,2,2,100,0,0,0,0,::unspecified::
399,www.servicenow.com/lpbp/integrate-your-tenable-securitycenter-with-servicenow.html,3,3,10,33.33333333,5.96,0,5,166.67,::unspecified::
400,www.servicenow.com/success/deploy/now/performance-analytics.html,1,2,2,50,1.5,0,0,0,::unspecified::
401,www.servicenow.com/success/deploy/now/security-center/stage1.html,1,1,1,INF,0,0,0,0,::unspecified::
402,www.servicenow.com/products/servicenow-platform/configuration-management-database.html,0,0,0,0,INF,0,0,INF,::unspecified::
403,www.servicenow.com/success.html,2,2,9,50,1.45,0,0,0,::unspecified::
404,www.servicenow.com/success/value-calculator-it.html,2,2,4,0,1.99,0,0,0,::unspecified::
405,www.servicenow.com/success/plan/start-implementation.html,1,1,1,INF,0.75,0,0,0,::unspecified::
406,www.servicenow.com/success/plan.html,1,1,1,INF,0.18,0,0,0,::unspecified::
407,www.servicenow.com/success/extend/automate-management/stage4.html,1,1,1,100,0,0,0,0,::unspecified::
408,www.servicenow.com/success.html,1,1,1,INF,1.27,0,0,0,::unspecified::
409,www.servicenow.com/success.html,1,1,8,INF,2.02,0,0,0,::unspecified::
410,www.servicenow.com/success/deploy/now/upgrade-servicenow-quicker.html,1,1,2,INF,0.07,0,0,0,::unspecified::
411,www.servicenow.com/success/deploy.html,1,1,1,INF,0.22,0,0,0,::unspecified::
412,www.servicenow.com/success/upgrade,1,1,1,INF,0,0,0,0,::unspecified::
413,www.servicenow.com/,0,0,0,0,INF,0,0,INF,::unspecified::
414,www.servicenow.com/success.html,1,1,2,INF,1.52,0,0,0,::unspecified::
415,www.servicenow.com/success/optimize/now/improve-self-service/stage3.html,1,1,1,100,0,0,0,0,::unspecified::
416,www.servicenow.com/success.html,136,140,249,79.78723404,1.39,0,0,0,::unspecified::
417,www.servicenow.com/success/value-calculator-it.html,95,100,238,40.98360656,2.34,0,0,0,::unspecified::
418,www.servicenow.com/success/value-calculator-hr.html,20,25,93,25,4.73,0,0,0,::unspecified::
419,www.servicenow.com/success/plan/start-implementation.html,18,19,21,66.66666667,2.43,0,0,0,::unspecified::
420,www.servicenow.com/success/value-calculator-it-form-1.html,16,17,30,100,0.92,0,10,58.82,::unspecified::
421,www.servicenow.com/success/deploy/now/performance-analytics.html,14,14,17,58.33333333,0.45,0,0,0,::unspecified::
422,www.servicenow.com/success/plan/it/software-asset-mgmt.html,13,13,13,33.33333333,0.16,0,0,0,::unspecified::
423,www.servicenow.com/success/deploy.html,10,11,34,INF,3.85,0,0,0,::unspecified::
424,www.servicenow.com/success/value-calculator-csm.html,9,12,22,66.66666667,4.27,0,0,0,::unspecified::
425,www.servicenow.com/success/plan.html,8,9,30,100,2.11,0,0,0,::unspecified::
426,www.servicenow.com/success.html,117,127,271,33.33333333,1.1,0,0,0,::unspecified::
427,www.servicenow.com/success/value-calculator-it.html,108,117,258,40,2.64,0,1,0.85,::unspecified::
428,www.servicenow.com/success/plan.html,28,29,100,INF,2.77,0,0,0,::unspecified::
429,www.servicenow.com/success/plan/it/software-asset-mgmt.html,22,23,24,31.25,1.51,0,0,0,::unspecified::
430,www.servicenow.com/success/optimize.html,21,21,54,0,0.8,0,0,0,::unspecified::
431,www.servicenow.com/success/value-calculator-hr.html,20,20,59,0,1.65,0,0,0,::unspecified::
432,www.servicenow.com/success/plan/start-implementation.html,19,19,21,33.33333333,1.11,0,0,0,::unspecified::
433,www.servicenow.com/success/value-calculator-csm.html,19,21,59,0,0.86,0,0,0,::unspecified::
434,www.servicenow.com/success/value-calculator-security-ops.html,15,15,29,33.33333333,1.54,0,0,0,::unspecified::
435,www.servicenow.com/success/deploy.html,13,14,34,50,0.78,0,0,0,::unspecified::
436,www.servicenow.com/success/value-calculator-it.html,16,16,27,50,2.03,0,0,0,::unspecified::
437,www.servicenow.com/success.html,8,8,10,33.33333333,0.26,0,0,0,::unspecified::
438,www.servicenow.com/success/deploy/now/performance-analytics.html,3,3,5,66.66666667,4.56,0,0,0,::unspecified::
439,www.servicenow.com/success/plan/it/software-asset-mgmt.html,1,1,1,100,0,0,0,0,::unspecified::
440,www.servicenow.com/success/optimize/now/improve-self-service.html,1,1,1,0,25.97,0,0,0,::unspecified::
441,www.servicenow.com/success/extend/automate-management/stage2.html,1,1,1,0,3.97,0,0,0,::unspecified::
442,www.servicenow.com/success/deploy/now/upgrade-servicenow-quicker.html,1,1,1,0,2.52,0,0,0,::unspecified::
443,www.servicenow.com/success/value-calculator-csm.html,1,1,1,0,0.57,0,0,0,::unspecified::
444,www.servicenow.com/lpbp/get-started-with-performance-analytics.html,1,1,4,INF,7.05,0,2,200,::unspecified::
445,www.servicenow.com/lpbp/integrate-your-tenable-securitycenter-with-servicenow.html,3,3,10,33.33333333,5.96,0,5,166.67,ACCT0065581
446,www.servicenow.com/success/deploy/now/performance-analytics.html,1,2,2,50,1.5,0,0,0,ACCT0065581
447,www.servicenow.com/success/deploy/now/security-center/stage1.html,1,1,1,INF,0,0,0,0,ACCT0065581
448,www.servicenow.com/products/servicenow-platform/configuration-management-database.html,0,0,0,0,INF,0,0,INF,ACCT0065581
449,www.servicenow.com/success.html,2,2,9,50,1.45,0,0,0,ACCT0065581
450,www.servicenow.com/success/value-calculator-it.html,2,2,4,0,1.99,0,0,0,ACCT0065581
451,www.servicenow.com/success/plan/start-implementation.html,1,1,1,INF,0.75,0,0,0,ACCT0065581
452,www.servicenow.com/success/plan.html,1,1,1,INF,0.18,0,0,0,ACCT0065581
453,www.servicenow.com/success/extend/automate-management/stage4.html,1,1,1,100,0,0,0,0,ACCT0065581
454,www.servicenow.com/success.html,1,1,1,INF,1.27,0,0,0,ACCT0065581
455,www.servicenow.com/success.html,1,1,8,INF,2.02,0,0,0,ACCT0065581
456,www.servicenow.com/success/deploy/now/upgrade-servicenow-quicker.html,1,1,2,INF,0.07,0,0,0,ACCT0065581
457,www.servicenow.com/success/deploy.html,1,1,1,INF,0.22,0,0,0,ACCT0065581
458,www.servicenow.com/success/upgrade,1,1,1,INF,0,0,0,0,ACCT0065581
459,www.servicenow.com/,0,0,0,0,INF,0,0,INF,ACCT0065581
460,www.servicenow.com/success.html,1,1,2,INF,1.52,0,0,0,ACCT0065581
461,www.servicenow.com/success/optimize/now/improve-self-service/stage3.html,1,1,1,100,0,0,0,0,ACCT0065581
462,www.servicenow.com/success.html,136,140,249,79.78723404,1.39,0,0,0,ACCT0065581
463,www.servicenow.com/success/value-calculator-it.html,95,100,238,40.98360656,2.34,0,0,0,ACCT0065581
464,www.servicenow.com/success/value-calculator-hr.html,20,25,93,25,4.73,0,0,0,ACCT0065581
465,www.servicenow.com/success/plan/start-implementation.html,18,19,21,66.66666667,2.43,0,0,0,ACCT0065581
466,www.servicenow.com/success/value-calculator-it-form-1.html,16,17,30,100,0.92,0,10,58.82,ACCT0065581
467,www.servicenow.com/success/deploy/now/performance-analytics.html,14,14,17,58.33333333,0.45,0,0,0,ACCT0065581
468,www.servicenow.com/success/plan/it/software-asset-mgmt.html,13,13,13,33.33333333,0.16,0,0,0,ACCT0065581
469,www.servicenow.com/success/deploy.html,10,11,34,INF,3.85,0,0,0,ACCT0065581
470,www.servicenow.com/success/value-calculator-csm.html,9,12,22,66.66666667,4.27,0,0,0,ACCT0065581
471,www.servicenow.com/success/plan.html,8,9,30,100,2.11,0,0,0,ACCT0065581
472,www.servicenow.com/success.html,117,127,271,33.33333333,1.1,0,0,0,ACCT0065581
473,www.servicenow.com/success/value-calculator-it.html,108,117,258,40,2.64,0,1,0.85,ACCT0065581
474,www.servicenow.com/success/plan.html,28,29,100,INF,2.77,0,0,0,ACCT0065581
475,www.servicenow.com/success/plan/it/software-asset-mgmt.html,22,23,24,31.25,1.51,0,0,0,ACCT0065581
476,www.servicenow.com/success/optimize.html,21,21,54,0,0.8,0,0,0,ACCT0065581
477,www.servicenow.com/success/value-calculator-hr.html,20,20,59,0,1.65,0,0,0,ACCT0065581
478,www.servicenow.com/success/plan/start-implementation.html,19,19,21,33.33333333,1.11,0,0,0,ACCT0065581
479,www.servicenow.com/success/value-calculator-csm.html,19,21,59,0,0.86,0,0,0,ACCT0065581
480,www.servicenow.com/success/value-calculator-security-ops.html,15,15,29,33.33333333,1.54,0,0,0,ACCT0065581
481,www.servicenow.com/success/deploy.html,13,14,34,50,0.78,0,0,0,ACCT0065581
482,www.servicenow.com/success/value-calculator-it.html,16,16,27,50,2.03,0,0,0,ACCT0065581
483,www.servicenow.com/success.html,8,8,10,33.33333333,0.26,0,0,0,ACCT0065581
484,www.servicenow.com/success/deploy/now/performance-analytics.html,3,3,5,66.66666667,4.56,0,0,0,ACCT0065581
485,www.servicenow.com/success/plan/it/software-asset-mgmt.html,1,1,1,100,0,0,0,0,ACCT0065581
486,www.servicenow.com/success/optimize/now/improve-self-service.html,1,1,1,0,25.97,0,0,0,ACCT0065581
487,www.servicenow.com/success/extend/automate-management/stage2.html,1,1,1,0,3.97,0,0,0,ACCT0065581
488,www.servicenow.com/success/deploy/now/upgrade-servicenow-quicker.html,1,1,1,0,2.52,0,0,0,ACCT0065581
489,www.servicenow.com/success/value-calculator-csm.html,1,1,1,0,0.57,0,0,0,ACCT0065581
490,www.servicenow.com/lpbp/get-started-with-performance-analytics.html,1,1,4,INF,7.05,0,2,200,ACCT0065581
491,www.servicenow.com/success/value-calculator-it.html,2,2,2,100,0,0,0,0,ACCT0065581
492,www.servicenow.com/success.html,1,1,1,100,0,0,0,0,ACCT0065581
493,www.servicenow.com/success/plan/it/cmdb-deployment.html,1,1,1,100,0,0,0,0,ACCT0065581
494,www.servicenow.com/success.html,2,2,9,50,1.45,0,0,0,ACCT0019679
495,www.servicenow.com/success/value-calculator-it.html,2,2,4,0,1.99,0,0,0,ACCT0019679
496,www.servicenow.com/success/plan/start-implementation.html,1,1,1,INF,0.75,0,0,0,ACCT0019679
497,www.servicenow.com/success/plan.html,1,1,1,INF,0.18,0,0,0,ACCT0019679
498,www.servicenow.com/success/extend/automate-management/stage4.html,1,1,1,100,0,0,0,0,ACCT0019679
499,www.servicenow.com/success.html,1,1,1,INF,1.27,0,0,0,ACCT0019679
500,www.servicenow.com/success.html,1,1,8,INF,2.02,0,0,0,ACCT0019679
501,www.servicenow.com/success/deploy/now/upgrade-servicenow-quicker.html,1,1,2,INF,0.07,0,0,0,ACCT0019679
502,www.servicenow.com/success/deploy.html,1,1,1,INF,0.22,0,0,0,ACCT0019679
503,www.servicenow.com/success/upgrade,1,1,1,INF,0,0,0,0,ACCT0019679
504,www.servicenow.com/,0,0,0,0,INF,0,0,INF,ACCT0019679
505,www.servicenow.com/success.html,1,1,2,INF,1.52,0,0,0,ACCT0019679
