,item,Unique Visitors,Visits,Page Views,Bounce Rate,Time Spent on Page (min),e89 Video Views,e17 Form Success,Form Submission Rate,Account Number
506,www.servicenow.com/success/optimize/now/improve-self-service/stage3.html,1,1,1,100,0,0,0,0,ACCT0019679
507,www.servicenow.com/success.html,136,140,249,79.78723404,1.39,0,0,0,ACCT0019679
508,www.servicenow.com/success/value-calculator-it.html,95,100,238,40.98360656,2.34,0,0,0,ACCT0019679
509,www.servicenow.com/success/value-calculator-hr.html,20,25,93,25,4.73,0,0,0,ACCT0019679
510,www.servicenow.com/success/plan/start-implementation.html,18,19,21,66.66666667,2.43,0,0,0,ACCT0019679
511,www.servicenow.com/success/value-calculator-it-form-1.html,16,17,30,100,0.92,0,10,58.82,ACCT0019679
512,www.servicenow.com/success/deploy/now/performance-analytics.html,14,14,17,58.33333333,0.45,0,0,0,ACCT0019679
513,www.servicenow.com/success/plan/it/software-asset-mgmt.html,13,13,13,33.33333333,0.16,0,0,0,ACCT0019679
514,www.servicenow.com/success/deploy.html,10,11,34,INF,3.85,0,0,0,ACCT0019679
515,www.servicenow.com/success/value-calculator-csm.html,9,12,22,66.66666667,4.27,0,0,0,ACCT0019679
516,www.servicenow.com/success/plan.html,8,9,30,100,2.11,0,0,0,ACCT0019679
517,www.servicenow.com/success.html,117,127,271,33.33333333,1.1,0,0,0,ACCT0019679
518,www.servicenow.com/success/value-calculator-it.html,108,117,258,40,2.64,0,1,0.85,ACCT0019679
519,www.servicenow.com/success/plan.html,28,29,100,INF,2.77,0,0,0,ACCT0019679
520,www.servicenow.com/success/plan/it/software-asset-mgmt.html,22,23,24,31.25,1.51,0,0,0,ACCT0019679
521,www.servicenow.com/success/optimize.html,21,21,54,0,0.8,0,0,0,ACCT0019679
522,www.servicenow.com/success/value-calculator-hr.html,20,20,59,0,1.65,0,0,0,ACCT0019679
523,www.servicenow.com/success/plan/start-implementation.html,19,19,21,33.33333333,1.11,0,0,0,ACCT0019679
524,www.servicenow.com/success/value-calculator-csm.html,19,21,59,0,0.86,0,0,0,ACCT0019679
525,www.servicenow.com/success/value-calculator-security-ops.html,15,15,29,33.33333333,1.54,0,0,0,ACCT0019679
526,www.servicenow.com/success/deploy.html,13,14,34,50,0.78,0,0,0,ACCT0019679
527,www.servicenow.com/success/value-calculator-it.html,16,16,27,50,2.03,0,0,0,ACCT0019679
528,www.servicenow.com/success.html,8,8,10,33.33333333,0.26,0,0,0,ACCT0019679
529,www.servicenow.com/success/deploy/now/performance-analytics.html,3,3,5,66.66666667,4.56,0,0,0,ACCT0019679
530,www.servicenow.com/success/plan/it/software-asset-mgmt.html,1,1,1,100,0,0,0,0,ACCT0019679
531,www.servicenow.com/success/optimize/now/improve-self-service.html,1,1,1,0,25.97,0,0,0,ACCT0019679
532,www.servicenow.com/success/extend/automate-management/stage2.html,1,1,1,0,3.97,0,0,0,ACCT0019679
533,www.servicenow.com/success/deploy/now/upgrade-servicenow-quicker.html,1,1,1,0,2.52,0,0,0,ACCT0019679
534,www.servicenow.com/success/value-calculator-csm.html,1,1,1,0,0.57,0,0,0,ACCT0019679
535,www.servicenow.com/lpbp/get-started-with-performance-analytics.html,1,1,4,INF,7.05,0,2,200,ACCT0019679
536,www.servicenow.com/success/value-calculator-it.html,2,2,2,100,0,0,0,0,ACCT0019679
537,www.servicenow.com/success.html,1,1,1,100,0,0,0,0,ACCT0019679
538,www.servicenow.com/success/plan/it/cmdb-deployment.html,1,1,1,100,0,0,0,0,ACCT0019679
539,www.servicenow.com/success/extend/automate-management/stage4.html,1,1,1,100,0,0,0,0,ACCT0001406
540,www.servicenow.com/success.html,1,1,1,INF,1.27,0,0,0,ACCT0001406
541,www.servicenow.com/success.html,1,1,8,INF,2.02,0,0,0,ACCT0001406
542,www.servicenow.com/success/deploy/now/upgrade-servicenow-quicker.html,1,1,2,INF,0.07,0,0,0,ACCT0001406
543,www.servicenow.com/success/deploy.html,1,1,1,INF,0.22,0,0,0,ACCT0001406
544,www.servicenow.com/success/upgrade,1,1,1,INF,0,0,0,0,ACCT0001406
545,www.servicenow.com/,0,0,0,0,INF,0,0,INF,ACCT0001406
546,www.servicenow.com/success.html,1,1,2,INF,1.52,0,0,0,ACCT0001406
547,www.servicenow.com/success/optimize/now/improve-self-service/stage3.html,1,1,1,100,0,0,0,0,ACCT0001406
548,www.servicenow.com/success.html,136,140,249,79.78723404,1.39,0,0,0,ACCT0001406
549,www.servicenow.com/success/value-calculator-it.html,95,100,238,40.98360656,2.34,0,0,0,ACCT0001406
550,www.servicenow.com/success/value-calculator-hr.html,20,25,93,25,4.73,0,0,0,ACCT0001406
551,www.servicenow.com/success/plan/start-implementation.html,18,19,21,66.66666667,2.43,0,0,0,ACCT0001406
552,www.servicenow.com/success/value-calculator-it-form-1.html,16,17,30,100,0.92,0,10,58.82,ACCT0001406
553,www.servicenow.com/success/deploy/now/performance-analytics.html,14,14,17,58.33333333,0.45,0,0,0,ACCT0001406
554,www.servicenow.com/success/plan/it/software-asset-mgmt.html,13,13,13,33.33333333,0.16,0,0,0,ACCT0001406
555,www.servicenow.com/success/deploy.html,10,11,34,INF,3.85,0,0,0,ACCT0001406
556,www.servicenow.com/success/value-calculator-csm.html,9,12,22,66.66666667,4.27,0,0,0,ACCT0001406
557,www.servicenow.com/success/plan.html,8,9,30,100,2.11,0,0,0,ACCT0001406
558,www.servicenow.com/success.html,117,127,271,33.33333333,1.1,0,0,0,ACCT0001406
559,www.servicenow.com/success/value-calculator-it.html,108,117,258,40,2.64,0,1,0.85,ACCT0001406
560,www.servicenow.com/success/plan.html,28,29,100,INF,2.77,0,0,0,ACCT0001406
561,www.servicenow.com/success/plan/it/software-asset-mgmt.html,22,23,24,31.25,1.51,0,0,0,ACCT0001406
562,www.servicenow.com/success/optimize.html,21,21,54,0,0.8,0,0,0,ACCT0001406
563,www.servicenow.com/success/value-calculator-hr.html,20,20,59,0,1.65,0,0,0,ACCT0001406
564,www.servicenow.com/success/plan/start-implementation.html,19,19,21,33.33333333,1.11,0,0,0,ACCT0001406
565,www.servicenow.com/success/value-calculator-csm.html,19,21,59,0,0.86,0,0,0,ACCT0001406
566,www.servicenow.com/success/value-calculator-security-ops.html,15,15,29,33.33333333,1.54,0,0,0,ACCT0001406
567,www.servicenow.com/success/deploy.html,13,14,34,50,0.78,0,0,0,ACCT0001406
568,www.servicenow.com/success/value-calculator-it.html,16,16,27,50,2.03,0,0,0,ACCT0001406
569,www.servicenow.com/success.html,8,8,10,33.33333333,0.26,0,0,0,ACCT0001406
570,www.servicenow.com/success/deploy/now/performance-analytics.html,3,3,5,66.66666667,4.56,0,0,0,ACCT0001406
571,www.servicenow.com/success/plan/it/software-asset-mgmt.html,1,1,1,100,0,0,0,0,ACCT0001406
572,www.servicenow.com/success/optimize/now/improve-self-service.html,1,1,1,0,25.97,0,0,0,ACCT0001406
573,www.servicenow.com/success/extend/automate-management/stage2.html,1,1,1,0,3.97,0,0,0,ACCT0001406
574,www.servicenow.com/success/deploy/now/upgrade-servicenow-quicker.html,1,1,1,0,2.52,0,0,0,ACCT0001406
575,www.servicenow.com/success/value-calculator-csm.html,1,1,1,0,0.57,0,0,0,ACCT0001406
576,www.servicenow.com/lpbp/get-started-with-performance-analytics.html,1,1,4,INF,7.05,0,2,200,ACCT0001406
577,www.servicenow.com/success/value-calculator-it.html,2,2,2,100,0,0,0,0,ACCT0001406
578,www.servicenow.com/success.html,1,1,1,100,0,0,0,0,ACCT0001406
579,www.servicenow.com/success/plan/it/cmdb-deployment.html,1,1,1,100,0,0,0,0,ACCT0001406
580,www.servicenow.com/success/plan/start-implementation.html,1,1,1,100,0,0,0,0,ACCT0001406
581,www.servicenow.com/success.html,1,1,8,INF,2.02,0,0,0,ACCT0023867
582,www.servicenow.com/success/deploy/now/upgrade-servicenow-quicker.html,1,1,2,INF,0.07,0,0,0,ACCT0023867
583,www.servicenow.com/success/deploy.html,1,1,1,INF,0.22,0,0,0,ACCT0023867
584,www.servicenow.com/success/upgrade,1,1,1,INF,0,0,0,0,ACCT0023867
585,www.servicenow.com/,0,0,0,0,INF,0,0,INF,ACCT0023867
586,www.servicenow.com/success.html,1,1,2,INF,1.52,0,0,0,ACCT0023867
587,www.servicenow.com/success/optimize/now/improve-self-service/stage3.html,1,1,1,100,0,0,0,0,ACCT0023867
588,www.servicenow.com/success.html,136,140,249,79.78723404,1.39,0,0,0,ACCT0023867
589,www.servicenow.com/success/value-calculator-it.html,95,100,238,40.98360656,2.34,0,0,0,ACCT0023867
590,www.servicenow.com/success/value-calculator-hr.html,20,25,93,25,4.73,0,0,0,ACCT0023867
591,www.servicenow.com/success/plan/start-implementation.html,18,19,21,66.66666667,2.43,0,0,0,ACCT0023867
592,www.servicenow.com/success/value-calculator-it-form-1.html,16,17,30,100,0.92,0,10,58.82,ACCT0023867
593,www.servicenow.com/success/deploy/now/performance-analytics.html,14,14,17,58.33333333,0.45,0,0,0,ACCT0023867
594,www.servicenow.com/success/plan/it/software-asset-mgmt.html,13,13,13,33.33333333,0.16,0,0,0,ACCT0023867
595,www.servicenow.com/success/deploy.html,10,11,34,INF,3.85,0,0,0,ACCT0023867
596,www.servicenow.com/success/value-calculator-csm.html,9,12,22,66.66666667,4.27,0,0,0,ACCT0023867
597,www.servicenow.com/success/plan.html,8,9,30,100,2.11,0,0,0,ACCT0023867
598,www.servicenow.com/success.html,117,127,271,33.33333333,1.1,0,0,0,ACCT0023867
599,www.servicenow.com/success/value-calculator-it.html,108,117,258,40,2.64,0,1,0.85,ACCT0023867
600,www.servicenow.com/success/plan.html,28,29,100,INF,2.77,0,0,0,ACCT0023867
601,www.servicenow.com/success/plan/it/software-asset-mgmt.html,22,23,24,31.25,1.51,0,0,0,ACCT0023867
602,www.servicenow.com/success/optimize.html,21,21,54,0,0.8,0,0,0,ACCT0023867
603,www.servicenow.com/success/value-calculator-hr.html,20,20,59,0,1.65,0,0,0,ACCT0023867
604,www.servicenow.com/success/plan/start-implementation.html,19,19,21,33.33333333,1.11,0,0,0,ACCT0023867
605,www.servicenow.com/success/value-calculator-csm.html,19,21,59,0,0.86,0,0,0,ACCT0023867
606,www.servicenow.com/success/value-calculator-security-ops.html,15,15,29,33.33333333,1.54,0,0,0,ACCT0023867
607,www.servicenow.com/success/deploy.html,13,14,34,50,0.78,0,0,0,ACCT0023867
608,www.servicenow.com/success/value-calculator-it.html,16,16,27,50,2.03,0,0,0,ACCT0023867
609,www.servicenow.com/success.html,8,8,10,33.33333333,0.26,0,0,0,ACCT0023867
610,www.servicenow.com/success/deploy/now/performance-analytics.html,3,3,5,66.66666667,4.56,0,0,0,ACCT0023867
611,www.servicenow.com/success/plan/it/software-asset-mgmt.html,1,1,1,100,0,0,0,0,ACCT0023867
612,www.servicenow.com/success/optimize/now/improve-self-service.html,1,1,1,0,25.97,0,0,0,ACCT0023867
613,www.servicenow.com/success/extend/automate-management/stage2.html,1,1,1,0,3.97,0,0,0,ACCT0023867
614,www.servicenow.com/success/deploy/now/upgrade-servicenow-quicker.html,1,1,1,0,2.52,0,0,0,ACCT0023867
615,www.servicenow.com/success/value-calculator-csm.html,1,1,1,0,0.57,0,0,0,ACCT0023867
616,www.servicenow.com/lpbp/get-started-with-performance-analytics.html,1,1,4,INF,7.05,0,2,200,ACCT0023867
617,www.servicenow.com/success/value-calculator-it.html,2,2,2,100,0,0,0,0,ACCT0023867
618,www.servicenow.com/success.html,1,1,1,100,0,0,0,0,ACCT0023867
619,www.servicenow.com/success/plan/it/cmdb-deployment.html,1,1,1,100,0,0,0,0,ACCT0023867
620,www.servicenow.com/success/plan/start-implementation.html,1,1,1,100,0,0,0,0,ACCT0023867
621,www.servicenow.com/success.html,2,2,4,50,2.5,0,0,0,ACCT0023867
622,www.servicenow.com/success/pillars/go-live.html,1,1,1,INF,10.1,0,0,0,ACCT0023867
623,www.servicenow.com/success/pillars.html,1,1,1,INF,0.43,0,0,0,ACCT0023867
624,www.servicenow.com/success.html,1,1,2,INF,1.52,0,0,0,ACCT0106566
625,www.servicenow.com/success/optimize/now/improve-self-service/stage3.html,1,1,1,100,0,0,0,0,ACCT0106566
626,www.servicenow.com/success.html,136,140,249,79.78723404,1.39,0,0,0,ACCT0106566
627,www.servicenow.com/success/value-calculator-it.html,95,100,238,40.98360656,2.34,0,0,0,ACCT0106566
628,www.servicenow.com/success/value-calculator-hr.html,20,25,93,25,4.73,0,0,0,ACCT0106566
629,www.servicenow.com/success/plan/start-implementation.html,18,19,21,66.66666667,2.43,0,0,0,ACCT0106566
630,www.servicenow.com/success/value-calculator-it-form-1.html,16,17,30,100,0.92,0,10,58.82,ACCT0106566
631,www.servicenow.com/success/deploy/now/performance-analytics.html,14,14,17,58.33333333,0.45,0,0,0,ACCT0106566
632,www.servicenow.com/success/plan/it/software-asset-mgmt.html,13,13,13,33.33333333,0.16,0,0,0,ACCT0106566
633,www.servicenow.com/success/deploy.html,10,11,34,INF,3.85,0,0,0,ACCT0106566
634,www.servicenow.com/success/value-calculator-csm.html,9,12,22,66.66666667,4.27,0,0,0,ACCT0106566
635,www.servicenow.com/success/plan.html,8,9,30,100,2.11,0,0,0,ACCT0106566
636,www.servicenow.com/success.html,117,127,271,33.33333333,1.1,0,0,0,ACCT0106566
637,www.servicenow.com/success/value-calculator-it.html,108,117,258,40,2.64,0,1,0.85,ACCT0106566
638,www.servicenow.com/success/plan.html,28,29,100,INF,2.77,0,0,0,ACCT0106566
639,www.servicenow.com/success/plan/it/software-asset-mgmt.html,22,23,24,31.25,1.51,0,0,0,ACCT0106566
640,www.servicenow.com/success/optimize.html,21,21,54,0,0.8,0,0,0,ACCT0106566
641,www.servicenow.com/success/value-calculator-hr.html,20,20,59,0,1.65,0,0,0,ACCT0106566
642,www.servicenow.com/success/plan/start-implementation.html,19,19,21,33.33333333,1.11,0,0,0,ACCT0106566
643,www.servicenow.com/success/value-calculator-csm.html,19,21,59,0,0.86,0,0,0,ACCT0106566
644,www.servicenow.com/success/value-calculator-security-ops.html,15,15,29,33.33333333,1.54,0,0,0,ACCT0106566
645,www.servicenow.com/success/deploy.html,13,14,34,50,0.78,0,0,0,ACCT0106566
646,www.servicenow.com/success/value-calculator-it.html,16,16,27,50,2.03,0,0,0,ACCT0106566
647,www.servicenow.com/success.html,8,8,10,33.33333333,0.26,0,0,0,ACCT0106566
648,www.servicenow.com/success/deploy/now/performance-analytics.html,3,3,5,66.66666667,4.56,0,0,0,ACCT0106566
649,www.servicenow.com/success/plan/it/software-asset-mgmt.html,1,1,1,100,0,0,0,0,ACCT0106566
650,www.servicenow.com/success/optimize/now/improve-self-service.html,1,1,1,0,25.97,0,0,0,ACCT0106566
651,www.servicenow.com/success/extend/automate-management/stage2.html,1,1,1,0,3.97,0,0,0,ACCT0106566
652,www.servicenow.com/success/deploy/now/upgrade-servicenow-quicker.html,1,1,1,0,2.52,0,0,0,ACCT0106566
653,www.servicenow.com/success/value-calculator-csm.html,1,1,1,0,0.57,0,0,0,ACCT0106566
654,www.servicenow.com/lpbp/get-started-with-performance-analytics.html,1,1,4,INF,7.05,0,2,200,ACCT0106566
655,www.servicenow.com/success/value-calculator-it.html,2,2,2,100,0,0,0,0,ACCT0106566
656,www.servicenow.com/success.html,1,1,1,100,0,0,0,0,ACCT0106566
657,www.servicenow.com/success/plan/it/cmdb-deployment.html,1,1,1,100,0,0,0,0,ACCT0106566
658,www.servicenow.com/success/plan/start-implementation.html,1,1,1,100,0,0,0,0,ACCT0106566
659,www.servicenow.com/success.html,2,2,4,50,2.5,0,0,0,ACCT0106566
660,www.servicenow.com/success/pillars/go-live.html,1,1,1,INF,10.1,0,0,0,ACCT0106566
661,www.servicenow.com/success/pillars.html,1,1,1,INF,0.43,0,0,0,ACCT0106566
662,www.servicenow.com/success.html,2,2,2,50,0.68,0,0,0,ACCT0106566
663,www.servicenow.com/success/deploy/now/upgrade-servicenow-quicker.html,1,1,4,0,22.53,0,0,0,ACCT0106566
664,www.servicenow.com/success/plan/it/software-asset-mgmt.html,1,1,1,0,1.7,0,0,0,ACCT0106566
665,www.servicenow.com/success/deploy.html,1,1,2,INF,0.22,0,0,0,ACCT0106566
666,www.servicenow.com/success/deploy/now/innovate-at-scale.html,1,1,1,INF,0,0,0,0,ACCT0106566
667,www.servicenow.com/lpbp/software-asset-mgmt.html,1,1,1,INF,0,0,0,0,ACCT0106566
668,www.servicenow.com/success/optimize/now/improve-self-service/stage3.html,1,1,1,100,0,0,0,0,ACCT0071663
669,www.servicenow.com/success.html,136,140,249,79.78723404,1.39,0,0,0,ACCT0071663
670,www.servicenow.com/success/value-calculator-it.html,95,100,238,40.98360656,2.34,0,0,0,ACCT0071663
671,www.servicenow.com/success/value-calculator-hr.html,20,25,93,25,4.73,0,0,0,ACCT0071663
672,www.servicenow.com/success/plan/start-implementation.html,18,19,21,66.66666667,2.43,0,0,0,ACCT0071663
673,www.servicenow.com/success/value-calculator-it-form-1.html,16,17,30,100,0.92,0,10,58.82,ACCT0071663
674,www.servicenow.com/success/deploy/now/performance-analytics.html,14,14,17,58.33333333,0.45,0,0,0,ACCT0071663
675,www.servicenow.com/success/plan/it/software-asset-mgmt.html,13,13,13,33.33333333,0.16,0,0,0,ACCT0071663
676,www.servicenow.com/success/deploy.html,10,11,34,INF,3.85,0,0,0,ACCT0071663
677,www.servicenow.com/success/value-calculator-csm.html,9,12,22,66.66666667,4.27,0,0,0,ACCT0071663
678,www.servicenow.com/success/plan.html,8,9,30,100,2.11,0,0,0,ACCT0071663
679,www.servicenow.com/success.html,117,127,271,33.33333333,1.1,0,0,0,ACCT0071663
680,www.servicenow.com/success/value-calculator-it.html,108,117,258,40,2.64,0,1,0.85,ACCT0071663
681,www.servicenow.com/success/plan.html,28,29,100,INF,2.77,0,0,0,ACCT0071663
682,www.servicenow.com/success/plan/it/software-asset-mgmt.html,22,23,24,31.25,1.51,0,0,0,ACCT0071663
683,www.servicenow.com/success/optimize.html,21,21,54,0,0.8,0,0,0,ACCT0071663
684,www.servicenow.com/success/value-calculator-hr.html,20,20,59,0,1.65,0,0,0,ACCT0071663
685,www.servicenow.com/success/plan/start-implementation.html,19,19,21,33.33333333,1.11,0,0,0,ACCT0071663
686,www.servicenow.com/success/value-calculator-csm.html,19,21,59,0,0.86,0,0,0,ACCT0071663
687,www.servicenow.com/success/value-calculator-security-ops.html,15,15,29,33.33333333,1.54,0,0,0,ACCT0071663
688,www.servicenow.com/success/deploy.html,13,14,34,50,0.78,0,0,0,ACCT0071663
689,www.servicenow.com/success/value-calculator-it.html,16,16,27,50,2.03,0,0,0,ACCT0071663
690,www.servicenow.com/success.html,8,8,10,33.33333333,0.26,0,0,0,ACCT0071663
691,www.servicenow.com/success/deploy/now/performance-analytics.html,3,3,5,66.66666667,4.56,0,0,0,ACCT0071663
692,www.servicenow.com/success/plan/it/software-asset-mgmt.html,1,1,1,100,0,0,0,0,ACCT0071663
693,www.servicenow.com/success/optimize/now/improve-self-service.html,1,1,1,0,25.97,0,0,0,ACCT0071663
694,www.servicenow.com/success/extend/automate-management/stage2.html,1,1,1,0,3.97,0,0,0,ACCT0071663
695,www.servicenow.com/success/deploy/now/upgrade-servicenow-quicker.html,1,1,1,0,2.52,0,0,0,ACCT0071663
696,www.servicenow.com/success/value-calculator-csm.html,1,1,1,0,0.57,0,0,0,ACCT0071663
697,www.servicenow.com/lpbp/get-started-with-performance-analytics.html,1,1,4,INF,7.05,0,2,200,ACCT0071663
698,www.servicenow.com/success/value-calculator-it.html,2,2,2,100,0,0,0,0,ACCT0071663
699,www.servicenow.com/success.html,1,1,1,100,0,0,0,0,ACCT0071663
700,www.servicenow.com/success/plan/it/cmdb-deployment.html,1,1,1,100,0,0,0,0,ACCT0071663
701,www.servicenow.com/success/plan/start-implementation.html,1,1,1,100,0,0,0,0,ACCT0071663
702,www.servicenow.com/success.html,2,2,4,50,2.5,0,0,0,ACCT0071663
703,www.servicenow.com/success/pillars/go-live.html,1,1,1,INF,10.1,0,0,0,ACCT0071663
704,www.servicenow.com/success/pillars.html,1,1,1,INF,0.43,0,0,0,ACCT0071663
705,www.servicenow.com/success.html,2,2,2,50,0.68,0,0,0,ACCT0071663
706,www.servicenow.com/success/deploy/now/upgrade-servicenow-quicker.html,1,1,4,0,22.53,0,0,0,ACCT0071663
707,www.servicenow.com/success/plan/it/software-asset-mgmt.html,1,1,1,0,1.7,0,0,0,ACCT0071663
708,www.servicenow.com/success/deploy.html,1,1,2,INF,0.22,0,0,0,ACCT0071663
709,www.servicenow.com/success/deploy/now/innovate-at-scale.html,1,1,1,INF,0,0,0,0,ACCT0071663
710,www.servicenow.com/lpbp/software-asset-mgmt.html,1,1,1,INF,0,0,0,0,ACCT0071663
711,www.servicenow.com/success.html,1,1,2,0,1.77,0,0,0,ACCT0071663
712,www.servicenow.com/success/plan/it/software-asset-mgmt.html,1,1,1,0,0.15,0,0,0,ACCT0071663
713,www.servicenow.com/success/deploy/now/innovate-at-scale.html,1,1,1,INF,2.65,0,0,0,ACCT0071663
714,www.servicenow.com/success/plan/start-implementation.html,1,1,1,INF,0,0,0,0,ACCT0071663
715,www.servicenow.com/company/trust/gdpr.html,0,0,0,0,INF,0,0,INF,ACCT0071663
765,www.servicenow.com/success.html,136,140,249,79.78723404,1.39,0,0,0,ACCT0000069
766,www.servicenow.com/success/value-calculator-it.html,95,100,238,40.98360656,2.34,0,0,0,ACCT0000069
767,www.servicenow.com/success/value-calculator-hr.html,20,25,93,25,4.73,0,0,0,ACCT0000069
768,www.servicenow.com/success/plan/start-implementation.html,18,19,21,66.66666667,2.43,0,0,0,ACCT0000069
769,www.servicenow.com/success/value-calculator-it-form-1.html,16,17,30,100,0.92,0,10,58.82,ACCT0000069
770,www.servicenow.com/success/deploy/now/performance-analytics.html,14,14,17,58.33333333,0.45,0,0,0,ACCT0000069
771,www.servicenow.com/success/plan/it/software-asset-mgmt.html,13,13,13,33.33333333,0.16,0,0,0,ACCT0000069
772,www.servicenow.com/success/deploy.html,10,11,34,INF,3.85,0,0,0,ACCT0000069
773,www.servicenow.com/success/value-calculator-csm.html,9,12,22,66.66666667,4.27,0,0,0,ACCT0000069
774,www.servicenow.com/success/plan.html,8,9,30,100,2.11,0,0,0,ACCT0000069
775,www.servicenow.com/success.html,117,127,271,33.33333333,1.1,0,0,0,ACCT0000069
776,www.servicenow.com/success/value-calculator-it.html,108,117,258,40,2.64,0,1,0.85,ACCT0000069
777,www.servicenow.com/success/plan.html,28,29,100,INF,2.77,0,0,0,ACCT0000069
778,www.servicenow.com/success/plan/it/software-asset-mgmt.html,22,23,24,31.25,1.51,0,0,0,ACCT0000069
779,www.servicenow.com/success/optimize.html,21,21,54,0,0.8,0,0,0,ACCT0000069
780,www.servicenow.com/success/value-calculator-hr.html,20,20,59,0,1.65,0,0,0,ACCT0000069
781,www.servicenow.com/success/plan/start-implementation.html,19,19,21,33.33333333,1.11,0,0,0,ACCT0000069
782,www.servicenow.com/success/value-calculator-csm.html,19,21,59,0,0.86,0,0,0,ACCT0000069
783,www.servicenow.com/success/value-calculator-security-ops.html,15,15,29,33.33333333,1.54,0,0,0,ACCT0000069
784,www.servicenow.com/success/deploy.html,13,14,34,50,0.78,0,0,0,ACCT0000069
785,www.servicenow.com/success/value-calculator-it.html,16,16,27,50,2.03,0,0,0,ACCT0000069
786,www.servicenow.com/success.html,8,8,10,33.33333333,0.26,0,0,0,ACCT0000069
787,www.servicenow.com/success/deploy/now/performance-analytics.html,3,3,5,66.66666667,4.56,0,0,0,ACCT0000069
788,www.servicenow.com/success/plan/it/software-asset-mgmt.html,1,1,1,100,0,0,0,0,ACCT0000069
789,www.servicenow.com/success/optimize/now/improve-self-service.html,1,1,1,0,25.97,0,0,0,ACCT0000069
790,www.servicenow.com/success/extend/automate-management/stage2.html,1,1,1,0,3.97,0,0,0,ACCT0000069
791,www.servicenow.com/success/deploy/now/upgrade-servicenow-quicker.html,1,1,1,0,2.52,0,0,0,ACCT0000069
792,www.servicenow.com/success/value-calculator-csm.html,1,1,1,0,0.57,0,0,0,ACCT0000069
793,www.servicenow.com/lpbp/get-started-with-performance-analytics.html,1,1,4,INF,7.05,0,2,200,ACCT0000069
795,www.servicenow.com/success/value-calculator-it.html,2,2,2,100,0,0,0,0,ACCT0000069
796,www.servicenow.com/success.html,1,1,1,100,0,0,0,0,ACCT0000069
797,www.servicenow.com/success/plan/it/cmdb-deployment.html,1,1,1,100,0,0,0,0,ACCT0000069
798,www.servicenow.com/success/plan/start-implementation.html,1,1,1,100,0,0,0,0,ACCT0000069
799,www.servicenow.com/success.html,2,2,4,50,2.5,0,0,0,ACCT0000069
800,www.servicenow.com/success/pillars/go-live.html,1,1,1,INF,10.1,0,0,0,ACCT0000069
801,www.servicenow.com/success/pillars.html,1,1,1,INF,0.43,0,0,0,ACCT0000069
802,www.servicenow.com/success.html,2,2,2,50,0.68,0,0,0,ACCT0000069
803,www.servicenow.com/success/deploy/now/upgrade-servicenow-quicker.html,1,1,4,0,22.53,0,0,0,ACCT0000069
804,www.servicenow.com/success/plan/it/software-asset-mgmt.html,1,1,1,0,1.7,0,0,0,ACCT0000069
805,www.servicenow.com/success/deploy.html,1,1,2,INF,0.22,0,0,0,ACCT0000069
806,www.servicenow.com/success/deploy/now/innovate-at-scale.html,1,1,1,INF,0,0,0,0,ACCT0000069
807,www.servicenow.com/lpbp/software-asset-mgmt.html,1,1,1,INF,0,0,0,0,ACCT0000069
808,www.servicenow.com/success.html,1,1,2,0,1.77,0,0,0,ACCT0000069
809,www.servicenow.com/success/plan/it/software-asset-mgmt.html,1,1,1,0,0.15,0,0,0,ACCT0000069
810,www.servicenow.com/success/deploy/now/innovate-at-scale.html,1,1,1,INF,2.65,0,0,0,ACCT0000069
811,www.servicenow.com/success/plan/start-implementation.html,1,1,1,INF,0,0,0,0,ACCT0000069
812,www.servicenow.com/company/trust/gdpr.html,0,0,0,0,INF,0,0,INF,ACCT0000069
813,www.servicenow.com/success/value-calculator-it.html,2,2,6,0,2.29,0,0,0,ACCT0000069
814,www.servicenow.com/success/value-calculator-csm.html,1,1,1,INF,0.2,0,0,0,ACCT0000069
